,Wolf,Sheep,memory
431,401,654,64372736.0
432,399,667,64372736.0
433,407,655,64372736.0
434,407,662,64372736.0
435,419,660,64372736.0
436,419,647,64372736.0
437,422,637,64372736.0
438,415,626,64372736.0
439,405,627,64372736.0
440,409,628,64372736.0
441,401,617,64372736.0
442,394,619,64372736.0
443,400,618,64372736.0
444,403,630,64372736.0
445,404,619,64372736.0
446,417,615,64372736.0
447,418,623,64372736.0
448,422,619,64372736.0
449,427,623,64372736.0
450,425,612,64372736.0
451,433,603,64372736.0
452,437,583,64372736.0
453,458,581,64372736.0
454,465,587,64372736.0
455,466,586,64372736.0
456,463,588,64372736.0
457,467,590,64372736.0
458,467,596,64372736.0
459,470,600,64372736.0
460,479,596,64372736.0
461,485,579,64372736.0
462,474,589,64372736.0
463,473,576,64376832.0
464,464,589,64376832.0
465,466,577,64376832.0
466,461,581,64376832.0
467,462,562,64376832.0
468,466,556,64376832.0
469,467,559,64376832.0
470,467,561,64376832.0
471,476,566,64376832.0
472,482,570,64376832.0
473,497,562,64376832.0
474,495,558,64376832.0
475,512,559,64376832.0
476,519,547,64376832.0
477,524,554,64376832.0
478,539,555,64376832.0
479,545,556,64376832.0
480,550,530,64376832.0
481,562,530,64376832.0
482,557,535,64376832.0
483,560,540,64376832.0
484,550,528,64376832.0
485,552,514,64376832.0
486,553,514,64376832.0
487,554,506,64376832.0
488,569,494,64376832.0
489,580,499,64376832.0
490,592,493,64376832.0
491,602,510,64376832.0
492,606,517,64376832.0
493,619,506,64376832.0
494,627,500,64376832.0
495,615,505,64376832.0
496,621,501,64376832.0
497,615,499,64376832.0
498,619,490,64376832.0
499,617,476,64376832.0
500,621,473,64376832.0
501,612,466,64376832.0
502,626,466,64376832.0
503,624,451,64376832.0
504,628,437,64376832.0
505,632,441,64376832.0
506,637,446,64376832.0
507,644,444,64376832.0
508,651,446,64376832.0
509,656,448,64376832.0
510,669,430,64376832.0
511,672,432,64376832.0
512,661,422,64376832.0
513,668,417,64376832.0
514,668,419,64376832.0
515,658,410,64376832.0
516,651,411,64376832.0
517,658,415,64376832.0
518,664,419,64376832.0
519,659,422,64376832.0
520,652,418,64376832.0
521,654,400,64376832.0
522,656,409,64376832.0
523,660,410,64376832.0
524,645,405,64376832.0
525,652,403,64376832.0
526,636,392,64376832.0
527,636,384,64380928.0
528,631,398,64380928.0
529,634,390,64380928.0
530,641,390,64380928.0
531,649,379,64380928.0
532,639,370,64380928.0
533,657,378,64380928.0
534,650,370,64380928.0
535,639,368,64380928.0
536,624,358,64380928.0
537,621,363,64380928.0
538,596,360,64380928.0
539,594,370,64380928.0
540,589,365,64380928.0
541,585,373,64380928.0
542,598,383,64380928.0
543,612,371,64380928.0
544,607,356,64380928.0
545,601,350,64380928.0
546,605,347,64380928.0
547,595,349,64380928.0
548,593,342,64380928.0
549,592,348,64380928.0
550,585,347,64380928.0
551,586,336,64380928.0
552,589,321,64380928.0
553,562,318,64380928.0
554,553,325,64380928.0
555,553,323,64380928.0
556,552,336,64380928.0
557,560,341,64380928.0
558,564,346,64380928.0
559,563,345,64380928.0
560,559,337,64380928.0
561,552,331,64380928.0
562,562,341,64380928.0
563,554,347,64380928.0
564,545,338,64380928.0
565,553,338,64380928.0
566,558,341,64380928.0
567,555,344,64380928.0
568,561,333,64380928.0
569,551,348,64380928.0
570,550,339,64380928.0
571,560,348,64380928.0
572,549,365,64380928.0
573,538,368,64380928.0
574,533,361,64380928.0
575,520,364,64380928.0
576,521,366,64380928.0
577,502,352,64380928.0
578,499,349,64380928.0
579,503,353,64380928.0
580,513,357,64380928.0
581,505,354,64380928.0
582,493,344,64380928.0
583,503,347,64380928.0
584,516,354,64380928.0
585,516,342,64380928.0
586,510,338,64380928.0
587,501,351,64380928.0
588,512,360,64380928.0
589,516,365,64380928.0
590,544,369,64380928.0
591,546,358,64380928.0
592,539,374,64380928.0
593,532,374,64380928.0
594,525,369,64380928.0
595,524,371,64380928.0
596,508,371,64380928.0
597,521,379,64380928.0
598,506,366,64380928.0
599,490,364,64380928.0
600,492,375,64380928.0
601,505,378,64380928.0
602,507,386,64380928.0
603,516,382,64380928.0
604,520,390,64380928.0
605,537,399,64380928.0
606,538,385,64380928.0
607,533,387,64380928.0
608,526,392,64380928.0
609,505,405,64380928.0
610,510,403,64380928.0
611,517,405,64380928.0
612,513,420,64380928.0
613,504,413,64380928.0
614,517,417,64380928.0
615,521,429,64380928.0
616,513,420,64380928.0
617,514,409,64380928.0
618,506,412,64380928.0
619,493,415,64380928.0
620,495,411,64380928.0
621,482,414,64380928.0
622,477,425,64380928.0
623,472,444,64380928.0
624,481,463,64380928.0
625,470,469,64380928.0
626,478,492,64380928.0
627,487,502,64380928.0
628,488,496,64380928.0
629,505,502,64380928.0
630,515,513,64380928.0
631,505,527,64380928.0
632,489,525,64380928.0
633,486,520,64380928.0
634,484,523,64380928.0
635,475,539,64380928.0
636,474,542,64380928.0
637,479,562,64380928.0
638,475,563,64380928.0
639,473,561,64380928.0
640,467,552,64380928.0
641,475,573,64380928.0
642,468,562,64380928.0
643,474,566,64380928.0
644,481,575,64380928.0
645,481,590,64380928.0
646,482,583,64380928.0
647,501,598,64380928.0
648,509,591,64380928.0
649,494,586,64380928.0
650,495,572,64380928.0
651,490,551,64380928.0
652,491,541,64380928.0
653,489,535,64380928.0
654,497,527,64380928.0
655,488,521,64380928.0
656,487,509,64380928.0
657,493,507,64380928.0
658,506,500,64380928.0
659,504,494,64380928.0
660,514,492,64380928.0
661,527,490,64380928.0
662,517,517,64380928.0
663,522,512,64380928.0
664,538,493,64380928.0
665,545,471,64380928.0
666,558,467,64380928.0
667,552,463,64380928.0
668,542,464,64380928.0
669,550,450,64380928.0
670,546,444,64380928.0
671,547,456,64380928.0
672,543,459,64380928.0
673,543,456,64380928.0
674,540,452,64380928.0
675,547,454,64380928.0
676,538,442,64380928.0
677,545,446,64380928.0
678,555,439,64380928.0
679,569,451,64380928.0
680,567,473,64385024.0
681,577,481,64385024.0
682,587,471,64385024.0
683,579,470,64389120.0
684,586,456,64389120.0
685,585,444,64389120.0
686,576,453,64389120.0
687,566,461,64389120.0
688,570,460,64389120.0
689,570,470,64389120.0
690,578,483,64389120.0
691,577,480,64389120.0
692,579,476,64389120.0
693,573,471,64389120.0
694,563,463,64389120.0
695,556,450,64389120.0
696,551,427,64389120.0
697,553,417,64389120.0
698,555,409,64389120.0
699,566,418,64389120.0
700,558,432,64389120.0
701,565,429,64389120.0
702,573,439,64389120.0
703,596,440,64389120.0
704,600,438,64389120.0
705,598,452,64389120.0
706,589,446,64389120.0
707,599,448,64389120.0
708,612,443,64389120.0
709,604,434,64389120.0
710,621,435,64389120.0
711,613,431,64389120.0
712,611,426,64389120.0
713,612,434,64389120.0
714,620,433,64389120.0
715,626,418,64389120.0
716,621,416,64389120.0
717,616,399,64389120.0
718,633,398,64389120.0
719,650,393,64389120.0
720,653,397,64389120.0
721,650,406,64389120.0
722,662,406,64389120.0
723,667,411,64389120.0
724,673,403,64389120.0
725,660,410,64389120.0
726,658,405,64389120.0
727,651,403,64389120.0
728,658,411,64389120.0
729,670,412,64389120.0
730,660,407,64389120.0
731,663,393,64389120.0
732,658,383,64389120.0
733,677,379,64389120.0
734,670,396,64389120.0
735,662,386,64389120.0
736,656,380,64389120.0
737,670,365,64389120.0
738,660,369,64389120.0
739,631,361,64389120.0
740,622,365,64389120.0
741,617,366,64389120.0
742,624,364,64389120.0
743,629,365,64389120.0
744,624,362,64389120.0
745,621,365,64389120.0
746,627,369,64389120.0
747,626,366,64389120.0
748,631,366,64389120.0
749,625,375,64389120.0
750,609,397,64389120.0
751,590,395,64389120.0
752,602,400,64389120.0
753,599,412,64389120.0
754,598,408,64389120.0
755,593,402,64389120.0
756,610,392,64389120.0
757,603,388,64389120.0
758,603,379,64389120.0
759,591,370,64389120.0
760,596,366,64389120.0
761,601,355,64389120.0
762,602,360,64389120.0
763,598,365,64389120.0
764,600,363,64389120.0
765,595,369,64389120.0
766,611,367,64389120.0
767,611,357,64389120.0
768,607,357,64389120.0
769,595,354,64389120.0
770,582,360,64389120.0
771,569,364,64393216.0
772,583,368,64393216.0
773,593,365,64393216.0
774,585,353,64393216.0
775,581,353,64393216.0
776,600,342,64393216.0
777,604,341,64393216.0
778,589,348,64393216.0
779,601,340,64393216.0
780,589,340,64393216.0
781,597,343,64393216.0
782,613,337,64393216.0
783,623,338,64393216.0
784,622,325,64393216.0
785,622,318,64393216.0
786,607,324,64393216.0
787,615,318,64393216.0
788,609,315,64393216.0
789,605,318,64393216.0
790,596,316,64393216.0
791,585,323,64393216.0
792,581,331,64393216.0
793,573,340,64393216.0
794,579,350,64393216.0
795,585,350,64393216.0
796,584,350,64393216.0
797,585,347,64393216.0
798,568,362,64393216.0
799,567,354,64393216.0
800,558,361,64393216.0
801,563,369,64393216.0
802,561,367,64393216.0
803,551,365,64393216.0
804,552,368,64393216.0
805,548,369,64393216.0
806,541,383,64393216.0
807,522,380,64393216.0
808,522,401,64393216.0
809,518,415,64393216.0
810,527,421,64393216.0
811,528,415,64393216.0
812,531,413,64393216.0
813,519,414,64393216.0
814,512,401,64393216.0
815,510,407,64393216.0
816,500,425,64393216.0
817,490,426,64393216.0
818,477,448,64393216.0
819,471,459,64393216.0
820,470,447,64393216.0
821,463,453,64393216.0
822,470,449,64393216.0
823,473,434,64393216.0
824,467,432,64393216.0
825,473,441,64393216.0
826,465,439,64393216.0
827,463,431,64393216.0
828,465,424,64393216.0
829,473,428,64393216.0
830,477,425,64393216.0
831,478,437,64393216.0
832,483,440,64393216.0
833,483,439,64393216.0
834,488,450,64393216.0
835,485,451,64393216.0
836,488,461,64393216.0
837,500,468,64393216.0
838,504,470,64393216.0
839,504,468,64393216.0
840,509,468,64393216.0
841,505,476,64393216.0
842,513,475,64393216.0
843,495,472,64393216.0
844,484,462,64393216.0
845,505,462,64393216.0
846,500,454,64393216.0
847,512,441,64393216.0
848,516,427,64393216.0
849,508,440,64393216.0
850,505,440,64393216.0
851,503,440,64393216.0
852,508,420,64393216.0
853,520,422,64393216.0
854,520,431,64393216.0
855,514,439,64393216.0
856,524,440,64393216.0
857,525,437,64393216.0
858,520,425,64393216.0
859,522,424,64393216.0
860,515,426,64393216.0
861,508,426,64393216.0
862,524,425,64393216.0
863,530,429,64393216.0
864,536,425,64393216.0
865,523,438,64393216.0
866,524,451,64393216.0
867,521,464,64393216.0
868,516,465,64393216.0
869,521,457,64393216.0
870,528,444,64393216.0
871,540,439,64393216.0
872,542,429,64393216.0
873,543,429,64393216.0
874,544,440,64393216.0
875,536,445,64393216.0
876,541,442,64393216.0
877,541,460,64393216.0
878,545,455,64393216.0
879,545,471,64393216.0
880,540,472,64393216.0
881,545,480,64393216.0
882,552,478,64393216.0
883,560,472,64393216.0
884,565,464,64393216.0
885,564,468,64393216.0
886,551,479,64393216.0
887,537,492,64393216.0
888,551,489,64393216.0
889,559,470,64393216.0
890,568,457,64393216.0
891,559,462,64393216.0
892,568,455,64393216.0
893,588,447,64393216.0
894,592,444,64393216.0
895,578,433,64393216.0
896,566,422,64397312.0
897,569,418,64397312.0
898,569,426,64397312.0
899,566,420,64397312.0
900,556,407,64397312.0
901,560,397,64397312.0
902,567,408,64397312.0
903,569,397,64397312.0
904,564,382,64397312.0
905,569,373,64397312.0
906,566,383,64397312.0
907,582,393,64397312.0
908,572,379,64397312.0
909,558,366,64397312.0
910,558,377,64397312.0
911,560,380,64397312.0
912,566,381,64397312.0
913,573,387,64397312.0
914,573,383,64397312.0
915,585,387,64397312.0
916,586,395,64397312.0
917,578,398,64397312.0
918,596,382,64397312.0
919,589,390,64397312.0
920,574,381,64397312.0
921,589,382,64397312.0
922,597,380,64397312.0
923,618,396,64397312.0
924,633,390,64397312.0
925,638,377,64397312.0
926,622,380,64397312.0
927,614,393,64397312.0
928,614,401,64397312.0
929,619,418,64397312.0
930,629,433,64397312.0
931,623,434,64397312.0
932,616,445,64397312.0
933,616,453,64397312.0
934,633,448,64397312.0
935,623,450,64397312.0
936,632,438,64397312.0
937,626,430,64397312.0
938,608,430,64397312.0
939,619,425,64397312.0
940,617,418,64397312.0
941,615,422,64397312.0
942,620,428,64397312.0
943,607,430,64397312.0
944,602,425,64397312.0
945,615,424,64397312.0
946,606,419,64397312.0
947,604,412,64397312.0
948,599,409,64397312.0
949,607,395,64397312.0
950,603,379,64397312.0
951,595,364,64397312.0
952,599,353,64397312.0
953,610,345,64397312.0
954,624,346,64397312.0
955,629,357,64397312.0
956,639,361,64397312.0
957,652,354,64397312.0
958,660,348,64397312.0
959,661,341,64397312.0
960,657,346,64397312.0
961,652,343,64397312.0
962,648,336,64397312.0
963,646,340,64397312.0
964,655,340,64397312.0
965,648,338,64397312.0
966,630,332,64397312.0
967,624,334,64397312.0
968,621,334,64397312.0
969,620,333,64397312.0
970,614,323,64397312.0
971,602,330,64397312.0
972,596,330,64397312.0
973,579,320,64397312.0
974,584,316,64397312.0
975,567,314,64397312.0
976,577,314,64397312.0
977,579,325,64397312.0
978,566,342,64397312.0
979,563,335,64397312.0
980,556,337,64397312.0
981,558,342,64397312.0
982,551,346,64397312.0
983,542,362,64397312.0
984,534,355,64397312.0
985,531,356,64397312.0
986,520,357,64397312.0
987,532,362,64397312.0
988,518,358,64397312.0
989,504,350,64397312.0
990,505,352,64397312.0
991,496,355,64397312.0
992,492,367,64397312.0
993,504,371,64397312.0
994,506,364,64397312.0
995,504,362,64397312.0
996,496,365,64397312.0
997,493,368,64397312.0
998,489,380,64397312.0
999,493,391,64397312.0
1000,519,2147,74047488.0
1001,536,2056,74047488.0
1002,556,2028,74047488.0
1003,587,2008,74047488.0
1004,612,1951,74047488.0
1005,643,1858,74047488.0
1006,662,1793,74047488.0
1007,692,1685,74047488.0
1008,717,1545,74047488.0
1009,760,1392,74047488.0
1010,800,1282,74047488.0
1011,827,1136,74047488.0
1012,863,1010,74047488.0
1013,895,901,74047488.0
1014,941,806,74047488.0
1015,981,722,74047488.0
1016,1021,658,74047488.0
1017,1061,590,74047488.0
1018,1095,518,74047488.0
1019,1133,450,74047488.0
1020,1166,415,74047488.0
1021,1221,372,74047488.0
1022,1258,317,74047488.0
1023,1299,262,74047488.0
1024,1349,230,74047488.0
1025,1379,200,74047488.0
1026,1413,177,74047488.0
1027,1438,163,74047488.0
1028,1454,138,74047488.0
1029,1491,118,74047488.0
1030,1525,108,74047488.0
1031,1546,94,74047488.0
1032,1571,84,74047488.0
1033,1574,71,74047488.0
1034,1583,69,74047488.0
1035,1577,69,74047488.0
1036,1579,70,74047488.0
1037,1565,67,74047488.0
1038,1558,59,74047488.0
1039,1555,60,74047488.0
1040,1532,54,74047488.0
1041,1520,57,74047488.0
1042,1506,54,74047488.0
1043,1495,57,74047488.0
1044,1483,62,74047488.0
1045,1471,64,74047488.0
1046,1441,59,74047488.0
1047,1393,57,74047488.0
1048,1348,52,74047488.0
1049,1309,47,74047488.0
1050,1269,45,74047488.0
1051,1253,45,74047488.0
1052,1224,44,74047488.0
1053,1178,45,74047488.0
1054,1142,49,74047488.0
1055,1124,51,74047488.0
1056,1130,50,74047488.0
1057,1117,45,74047488.0
1058,1061,43,74047488.0
1059,1027,43,74047488.0
1060,1003,43,74047488.0
1061,960,44,74047488.0
1062,940,47,74047488.0
1063,908,45,74047488.0
1064,885,46,74047488.0
1065,825,45,74047488.0
1066,769,45,74047488.0
1067,729,46,74047488.0
1068,714,45,74047488.0
1069,692,48,74047488.0
1070,651,49,74047488.0
1071,605,48,74047488.0
1072,588,51,74047488.0
1073,552,57,74047488.0
1074,525,60,74047488.0
1075,506,63,74047488.0
1076,491,65,74047488.0
1077,479,70,74047488.0
1078,443,75,74047488.0
1079,416,78,74047488.0
1080,397,82,74047488.0
1081,397,79,74047488.0
1082,383,83,74047488.0
1083,351,84,74047488.0
1084,328,88,74047488.0
1085,320,91,74047488.0
1086,305,89,74047488.0
1087,299,90,74047488.0
1088,299,96,74047488.0
1089,292,100,74047488.0
1090,274,108,74047488.0
1091,264,114,74047488.0
1092,250,117,74047488.0
1093,236,120,74047488.0
1094,222,119,74047488.0
1095,213,125,74047488.0
1096,205,132,74047488.0
1097,196,137,74047488.0
1098,182,145,74047488.0
1099,170,147,74047488.0
1100,153,151,74047488.0
1101,150,154,74047488.0
1102,144,164,74047488.0
1103,146,169,74047488.0
1104,148,184,74047488.0
1105,141,192,74047488.0
1106,133,198,74047488.0
1107,128,202,74047488.0
1108,132,206,74047488.0
1109,130,208,74047488.0
1110,131,209,74047488.0
1111,121,218,74047488.0
1112,121,219,74047488.0
1113,116,222,74047488.0
1114,116,226,74047488.0
1115,109,231,74047488.0
1116,106,240,74047488.0
1117,105,253,74047488.0
1118,105,256,74047488.0
1119,103,278,74047488.0
1120,98,277,74047488.0
1121,97,287,74047488.0
1122,100,300,74047488.0
1123,103,308,74047488.0
1124,103,312,74047488.0
1125,106,309,74047488.0
1126,102,324,74047488.0
1127,94,336,74047488.0
1128,93,348,74047488.0
1129,96,370,74047488.0
1130,97,371,74047488.0
1131,100,390,74047488.0
1132,105,418,74047488.0
1133,107,427,74047488.0
1134,105,428,74047488.0
1135,107,444,74047488.0
1136,111,439,74047488.0
1137,113,430,74047488.0
1138,111,445,74047488.0
1139,107,448,74047488.0
1140,108,455,74047488.0
1141,107,462,74047488.0
