cell_count
0,1146
1,1146
2,1146
3,1146
4,1146
5,1146
6,1146
7,1146
8,1146
9,1146
10,1146
11,1146
12,1146
13,1146
14,1146
15,1151
16,1156
17,1162
18,1167
19,1232
20,1241
21,1249
22,1255
23,1261
24,1263
25,1267
26,1277
27,1282
28,1287
29,1291
30,1295
31,1305
32,1309
33,1316
34,1332
35,1341
36,1354
37,1367
38,1447
39,1462
40,1476
41,1489
42,1497
43,1508
44,1514
45,1534
46,1546
47,1558
48,1571
49,1587
50,1599
51,1615
52,1625
53,1648
54,1666
55,1689
56,1711
57,1828
58,1848
59,1874
60,1902
61,1917
62,1941
63,1960
64,1993
65,2017
66,2040
67,2062
68,2089
69,2116
70,2139
71,2164
72,2205
73,2249
74,2290
75,2324
76,2438
77,2533
78,2524
79,2591
80,2595
81,2633
82,2639
83,2686
84,2708
85,2733
86,2749
87,2789
88,2812
89,2840
90,2877
91,2929
92,2962
93,3017
94,3066
95,3251
96,3275
97,3243
98,3277
99,3309
100,3328
101,3337
102,3381
103,3418
104,3422
105,3438
106,3461
107,3477
108,3496
109,3490
110,3549
111,3564
112,3604
113,3635
114,3669
115,3824
116,3759
117,3785
118,3797
119,3819
120,3767
121,3861
122,3870
123,3880
124,3860
125,3915
126,3900
127,3909
128,3940
129,3953
130,3910
131,4026
132,4035
133,4100
134,4081
135,3986
136,4149
137,4065
138,4104
139,4100
140,4059
141,4185
142,4147
143,4139
144,4165
145,4156
146,4182
147,4184
148,4222
149,4211
150,4288
151,4159
152,4364
153,4327
154,4284
155,4356
156,4297
157,4315
158,4288
159,4281
160,4303
161,4274
162,4272
163,4264
164,4321
165,4336
166,4358
167,4314
168,4360
169,4383
170,4322
171,4453
172,4413
173,4328
174,4443
175,4404
176,4409
177,4392
178,4401
179,4394
180,4357
181,4399
182,4401
183,4380
184,4380
185,4404
186,4419
187,4418
188,4477
189,4416
190,4488
191,4443
192,4501
193,4398
194,4562
195,4501
196,4487
197,4497
198,4504
199,4485
200,4460
201,4463
202,4475
203,4401
204,4460
205,4488
206,4524
207,4547
208,4538
209,4611
210,4485
211,4604
212,4512
213,4484
214,4638
215,4575
216,4576
217,4474
218,4447
219,4558
220,4459
221,4525
222,4527
223,4543
224,4584
225,4599
226,4613
227,4628
228,4598
229,4634
230,4610
231,4560
232,4608
233,4594
234,4560
235,4575
236,4503
237,4484
238,4589
239,4535
240,4559
241,4611
242,4587
243,4588
244,4603
245,4503
246,4658
247,4636
248,4602
249,4531
250,4629
251,4550
252,4659
253,4503
254,4674
255,4613
256,4610
257,4627
258,4618
259,4608
260,4586
261,4618
262,4632
263,4686
264,4646
265,4700
266,4682
267,4662
268,4655
269,4691
270,4645
271,4668
272,4676
273,4621
274,4662
275,4670
276,4664
277,4627
278,4619
279,4613
280,4571
281,4695
282,4695
283,4686
284,4677
285,4643
286,4677
287,4668
288,4584
289,4686
290,4668
291,4681
292,4681
293,4663
294,4679
295,4655
296,4646
297,4688
298,4672
299,4666
300,4665
301,4689
302,4654
303,4675
304,4666
305,4688
306,4680
307,4655
308,4666
309,4673
310,4666
311,4626
312,4636
313,4622
314,4615
315,4599
316,4623
317,4637
318,4632
319,4637
320,4630
321,4662
322,4668
323,4684
324,4675
325,4673
326,4644
327,4677
328,4670
329,4655
330,4659
331,4645
332,4625
333,4625
334,4622
335,4650
336,4638
