cell_count
0,1145
1,1145
2,1145
3,1145
4,1145
5,1145
6,1145
7,1145
8,1145
9,1145
10,1190
11,1203
12,1214
13,1220
14,1234
15,1239
16,1240
17,1242
18,1249
19,1258
20,1320
21,1341
22,1364
23,1382
24,1398
25,1410
26,1420
27,1430
28,1444
29,1457
30,1560
31,1599
32,1637
33,1664
34,1696
35,1718
36,1740
37,1763
38,1788
39,1804
40,1973
41,2026
42,2097
43,2145
44,2189
45,2225
46,2243
47,2274
48,2316
49,2340
50,2601
51,2664
52,2746
53,2793
54,2817
55,2834
56,2851
57,2881
58,2935
59,2946
60,3088
61,3144
62,3432
63,3342
64,3284
65,3296
66,3298
67,3320
68,3374
69,3363
70,3614
71,3569
72,3665
73,3761
74,3765
75,3803
76,3759
77,3734
78,3742
79,3784
80,3946
81,3927
82,4127
83,4041
84,4062
85,4065
86,4025
87,4003
88,4040
89,4025
90,4194
91,4187
92,4342
93,4171
94,4366
95,4233
96,4235
97,4208
98,4237
99,4235
100,4315
101,4213
102,4465
103,4503
104,4272
105,4466
106,4346
107,4267
108,4510
109,4279
110,4249
111,4403
112,4497
113,4371
114,4706
115,4505
116,4350
117,4397
118,4335
119,4402
120,4425
121,4566
122,4469
123,4607
124,4548
125,4385
126,4370
127,4644
128,4490
129,4457
130,4553
131,4603
132,4520
133,4578
134,4451
135,4676
136,4742
137,4517
138,4555
139,4506
140,4463
141,4579
142,4627
143,4631
144,4765
145,4620
146,4621
147,4757
148,4550
149,4582
150,4536
151,4640
152,4665
153,4650
154,4649
155,4618
156,4560
157,4698
158,4704
159,4678
160,4614
161,4593
162,4519
163,4834
164,4630
165,4705
166,4569
167,4542
168,4630
169,4830
170,4602
171,4696
172,4681
173,4572
174,4715
175,4723
176,4904
177,4661
178,4766
179,4607
180,4571
181,4674
182,4592
183,4778
184,4796
185,4626
186,4798
187,4693
188,4863
189,4779
190,4600
191,4635
192,4649
193,4757
194,4731
195,4805
196,4821
197,4645
198,4676
199,4836
200,4755
201,4813
202,4682
203,4796
204,4737
205,4776
206,4641
207,4825
208,4703
209,4882
210,4798
211,4762
212,4709
213,4972
214,4717
215,4671
216,4812
217,4619
218,4745
219,4613
220,4897
221,4834
222,4833
223,4796
224,4648
225,4753
226,4871
227,4720
228,4650
229,4726
230,4947
231,4981
232,4688
233,4633
234,4604
235,4576
236,4927
237,4788
238,4672
239,4936
240,4654
241,4867
242,4655
243,4799
244,4729
245,4790
246,4676
247,4877
248,4836
249,4756
250,4729
251,4965
252,4697
253,4751
254,4746
255,4803
256,4837
257,4805
258,5038
259,4802
260,4767
261,4889
262,4721
263,4948
264,4819
265,4717
266,4885
267,4811
268,4739
269,4707
270,4832
271,4817
272,4832
273,5162
274,4636
275,4580
276,4761
277,4721
278,4994
279,4853
280,4674
281,4726
282,4735
283,4758
284,4707
285,4892
286,4934
287,4786
288,4702
289,4838
290,4921
291,5029
292,4823
293,4779
294,4789
295,4969
296,4810
297,4892
298,4772
299,4887
300,4844
301,4872
302,4746
303,4957
304,4774
305,4712
306,4990
307,4912
308,4700
309,4698
310,4816
311,4759
312,5046
313,4732
314,4669
315,4629
316,4898
317,4743
318,4740
319,4875
320,4988
321,4738
322,4656
323,4744
324,4853
325,4830
326,4685
327,4821
328,4760
329,4805
330,4816
331,4757
332,4844
333,4912
334,4799
335,5185
336,4693
