Memory,CPU
9.70424e+07,63.50224423408508
1.07938e+08,69.10460710525513
1.22266e+08,85.334312915802
1.26542e+08,69.434011220932
1.26722e+08,69.0639500617981
1.26677e+08,67.26691818237305
1.26816e+08,86.01682710647583
1.26435e+08,89.41377282142639
1.27001e+08,75.86207485198975
1.27029e+08,69.83863687515259
