Memory,CPU
186183680.0,130.60979104042053
184127488.0,145.30095314979553
186314752.0,159.924311876297
183820288.0,152.3778350353241
186425344.0,156.17180585861206
162795520.0,186.3386869430542
161095680.0,158.75129795074463
189218816.0,145.48134922981262
178819072.0,156.37922835350037
195358720.0,151.4491322040558
