x,y,type,size
0.0075,0.0075,0.00015699861662279218,10
0.0225,0.0075,0.0002612888024175503,10
0.0375,0.0075,0.0003253653799511259,10
0.0525,0.0075,0.00043093710694014586,10
0.0675,0.0075,0.000584236966127422,10
0.08249999999999999,0.0075,0.0007928245360476142,10
0.0975,0.0075,0.0010649347388537453,10
0.11249999999999999,0.0075,0.0014086566069589266,10
0.1275,0.0075,0.0018309882506986003,10
0.14250000000000002,0.0075,0.0023368436058945827,10
0.1575,0.0075,0.0029281121166721182,10
0.1725,0.0075,0.0036028878178300744,10
0.1875,0.0075,0.004354982818306737,10
0.2025,0.0075,0.005173818443595191,10
0.2175,0.0075,0.006044746019535351,10
0.23249999999999998,0.0075,0.006949793887071147,10
0.2475,0.0075,0.007868777005688422,10
0.2625,0.0075,0.008780651655082702,10
0.2775,0.0075,0.009664960859437983,10
0.2925,0.0075,0.010503203612799536,10
0.3075,0.0075,0.01127997514512426,10
0.3225,0.0075,0.011983763161601312,10
0.33749999999999997,0.0075,0.012607338368720269,10
0.3525,0.0075,0.013147736154630359,10
0.3675,0.0075,0.01360587935597865,10
0.3825,0.0075,0.013985931145393872,10
0.3975,0.0075,0.01429448748912037,10
0.4125,0.0075,0.014539719854729993,10
0.4275,0.0075,0.01473056404995089,10
0.4425,0.0075,0.014876025750393299,10
0.45749999999999996,0.0075,0.014984643699890453,10
0.4725,0.0075,0.015064123367441576,10
0.4875,0.0075,0.015121131044835324,10
0.5025,0.0075,0.015161223021159059,10
0.5175,0.0075,0.015188876794838175,10
0.5325,0.0075,0.015207590151232873,10
0.5475,0.0075,0.015220017480505443,10
0.5624999999999999,0.0075,0.015228118909830887,10
0.5774999999999999,0.0075,0.015233304903305241,10
0.5924999999999999,0.0075,0.015236565648259103,10
0.6074999999999999,0.0075,0.015238580036180427,10
0.6224999999999999,0.0075,0.015239803062836775,10
0.6375,0.0075,0.015240533054599922,10
0.6525,0.0075,0.01524096151234118,10
0.6674999999999999,0.0075,0.01524120886464844,10
0.6824999999999999,0.0075,0.015241349347530086,10
0.6974999999999999,0.0075,0.015241427835360161,10
0.7124999999999999,0.0075,0.015241470925378028,10
0.7274999999999999,0.0075,0.015241494045995164,10
0.7424999999999999,0.0075,0.015241505882584968,10
0.7575,0.0075,0.01524151101827439,10
0.7725,0.0075,0.015241511370145887,10
0.7875,0.0075,0.015241506746039264,10
0.8024999999999999,0.0075,0.015241494627701658,10
0.8174999999999999,0.0075,0.015241469071058718,10
0.8324999999999999,0.0075,0.015241418369328416,10
0.8474999999999999,0.0075,0.015241320813599732,10
0.8624999999999999,0.0075,0.015241137474503405,10
0.8775,0.0075,0.015240800393321543,10
0.8925,0.0075,0.015240193909321565,10
0.9074999999999999,0.0075,0.015239126102059849,10
0.9224999999999999,0.0075,0.015237286599107015,10
0.9374999999999999,0.0075,0.015234186488815847,10
0.9524999999999999,0.0075,0.015229076089571478,10
0.9674999999999999,0.0075,0.015220837266642404,10
0.9824999999999999,0.0075,0.015207849312653895,10
0.9974999999999999,0.0075,0.015187831524746074,10
1.0125,0.0075,0.015157671716640533,10
1.0275,0.0075,0.01511325778170338,10
1.0425,0.0075,0.015049338252677884,10
1.0575,0.0075,0.014959446044787088,10
1.0725,0.0075,0.014835925016725938,10
1.0875000000000001,0.0075,0.014670099067111704,10
1.1025,0.0075,0.014452615824780737,10
1.1175,0.0075,0.014173980163542021,10
1.1325,0.0075,0.013825267082164342,10
1.1475,0.0075,0.013398971532431511,10
1.1625,0.0075,0.012889919493767674,10
1.1775,0.0075,0.012296136654164364,10
1.1925000000000001,0.0075,0.01161955556735955,10
1.2075,0.0075,0.01086644490198134,10
1.2225,0.0075,0.01004746809373725,10
1.2375,0.0075,0.009177321775235186,10
1.2525,0.0075,0.00827396068475504,10
1.2675,0.0075,0.00735747569263446,10
1.2825,0.0075,0.006448743957977744,10
1.2975,0.0075,0.005568004920237705,10
1.3125,0.0075,0.004733526195409131,10
1.3275,0.0075,0.003960507889678684,10
1.3425,0.0075,0.003260336104411034,10
1.3575,0.0075,0.002640244503658392,10
1.3725,0.0075,0.0021033869858009253,10
1.3875,0.0075,0.001649274749828203,10
1.4025,0.0075,0.0012744949889247246,10
1.4175,0.0075,0.0009736099844291383,10
1.4325,0.0075,0.0007401345647400682,10
1.4475,0.0075,0.0005675040410595743,10
1.4625,0.0075,0.00044997505480151177,10
1.4775,0.0075,0.0003834416453443023,10
1.4925,0.0075,0.00020287987430954262,10
0.0075,0.0225,0.00023972683601476043,10
0.0225,0.0225,0.0003981316411583274,10
0.0375,0.0225,0.0004947137333984096,10
0.0525,0.0225,0.0006545781820721846,10
0.0675,0.0225,0.0008871404446918726,10
0.08249999999999999,0.0225,0.0012038632507945578,10
0.0975,0.0225,0.0016172565763503304,10
0.11249999999999999,0.0225,0.0021396194659087614,10
0.1275,0.0225,0.002781593919333078,10
0.14250000000000002,0.0225,0.0035506455458704607,10
0.1575,0.0225,0.004449625618014117,10
0.1725,0.0225,0.00547559287569353,10
0.1875,0.0225,0.0066190712936147825,10
0.2025,0.0225,0.007863886650224541,10
0.2175,0.0225,0.009187661286768723,10
0.23249999999999998,0.0225,0.010562961277827536,10
0.2475,0.0225,0.011958997677790545,10
0.2625,0.0225,0.013343700884236238,10
0.2775,0.0225,0.014685930777535038,10
0.2925,0.0225,0.015957566486191472,10
0.3075,0.0225,0.01713524195435155,10
0.3225,0.0225,0.01820155194406264,10
0.33749999999999997,0.0225,0.019145635490280397,10
0.3525,0.0225,0.019963133866782053,10
0.3675,0.0225,0.020655601384010833,10
