cell_count
0,1164
1,1164
2,1164
3,1164
4,1164
5,1164
6,1164
7,1164
8,1164
9,1164
10,1164
11,1164
12,1226
13,1238
14,1250
15,1257
16,1267
17,1276
18,1281
19,1285
20,1290
21,1296
22,1300
23,1302
24,1389
25,1412
26,1430
27,1449
28,1474
29,1495
30,1512
31,1520
32,1536
33,1550
34,1555
35,1560
36,1712
37,1745
38,1774
39,1804
40,1845
41,1877
42,1894
43,1912
44,1936
45,1964
46,1972
47,1988
48,2239
49,2278
50,2319
51,2355
52,2410
53,2458
54,2482
55,2504
56,2531
57,2564
58,2576
59,2600
60,2975
61,2880
62,2893
63,2924
64,2977
65,3018
66,3040
67,3031
68,3056
69,3091
70,3101
71,3122
72,3506
73,3493
74,3397
75,3527
76,3498
77,3495
78,3566
79,3519
80,3522
81,3551
82,3543
83,3550
84,3758
85,3802
86,3951
87,3854
88,3859
89,3929
90,3936
91,3864
92,3873
93,3838
94,3833
95,3935
96,4053
97,4143
98,4103
99,4242
100,4120
101,4148
102,4263
103,4253
104,4165
105,4138
106,4089
107,4163
108,4422
109,4182
110,4245
111,4251
112,4421
113,4234
114,4410
115,4457
116,4274
117,4445
118,4371
119,4299
120,4559
121,4348
122,4340
123,4437
124,4644
125,4354
126,4391
127,4293
128,4405
129,4424
130,4432
131,4539
132,4616
133,4420
134,4711
135,4522
136,4656
137,4466
138,4398
139,4582
140,4515
141,4550
142,4564
143,4568
144,4474
145,4467
146,4427
147,4645
148,4436
149,4422
150,4402
151,4376
152,4574
153,4517
154,4459
155,4492
156,4513
157,4405
158,4375
159,4477
160,4582
161,4550
162,4552
163,4624
164,4834
165,4463
166,4778
167,4457
168,4473
169,4581
170,4556
171,4540
172,4649
173,4570
174,4493
175,4798
176,4565
177,4846
178,4744
179,4634
180,4731
181,4781
182,4634
183,4621
184,4779
185,4615
186,4649
187,4745
188,4617
189,4547
190,4692
191,4806
192,4588
193,4536
194,4516
195,4477
196,4955
197,4622
198,4607
199,4648
200,4682
201,4934
202,4647
203,4597
204,4686
205,4649
206,4817
207,4644
208,4722
209,4664
210,4694
211,4782
212,4783
213,4709
214,4751
215,4651
216,4978
217,4662
218,4694
219,4565
220,4679
221,4647
222,4667
223,4667
224,4566
225,4817
226,4795
227,4735
228,4692
229,4598
230,4622
231,4646
232,4856
233,4623
234,4777
235,4712
236,4592
237,4852
238,4733
239,4652
240,4698
241,4699
242,4755
243,4687
244,4757
245,4695
246,4867
247,4793
248,4803
249,4798
250,4728
251,4990
252,4800
253,4765
254,4609
255,4790
256,4795
257,4700
258,4811
259,4788
260,4787
261,4805
262,4785
263,4651
264,4802
265,4677
266,4779
267,4734
268,4707
269,4987
270,4807
271,4799
272,4706
273,4895
274,4730
275,4779
276,4912
277,4737
278,4642
279,4880
280,4783
281,4694
282,4806
283,4685
284,4852
285,4896
286,4784
287,4740
288,4674
289,4744
290,4918
291,4718
292,4823
293,4666
294,4718
295,4815
296,4751
297,4725
298,4937
299,4714
300,4887
301,4911
302,4815
303,4810
304,4727
305,4731
306,4791
307,4830
308,4824
309,4826
310,4720
311,4646
312,4876
313,4748
314,4943
315,4946
316,4692
317,4758
318,4761
319,4851
320,4705
321,5022
322,4725
323,4689
324,4786
325,4928
326,4814
327,4937
328,4815
329,4796
330,4757
331,4832
332,4635
333,4892
334,4780
335,4727
336,4808
