cell_count
0,1129
1,1129
2,1129
3,1129
4,1129
5,1129
6,1129
7,1129
8,1129
9,1128
10,1128
11,1128
12,1186
13,1192
14,1195
15,1200
16,1206
17,1210
18,1219
19,1224
20,1226
21,1227
22,1231
23,1235
24,1337
25,1350
26,1364
27,1374
28,1385
29,1399
30,1415
31,1427
32,1433
33,1439
34,1450
35,1463
36,1619
37,1642
38,1670
39,1690
40,1708
41,1733
42,1761
43,1782
44,1797
45,1813
46,1828
47,1850
48,2097
49,2131
50,2169
51,2204
52,2237
53,2257
54,2294
55,2291
56,2345
57,2364
58,2391
59,2415
60,2782
61,2749
62,2806
63,2857
64,2864
65,2893
66,2920
67,2953
68,2982
69,2992
70,3015
71,3043
72,3217
73,3496
74,3436
75,3454
76,3448
77,3443
78,3483
79,3455
80,3456
81,3522
82,3529
83,3484
84,3942
85,3628
86,3826
87,3960
88,3806
89,3814
90,3844
91,3834
92,3807
93,3830
94,3798
95,3856
96,4013
97,3996
98,3948
99,4040
100,4164
101,4087
102,4223
103,4336
104,4206
105,4151
106,4166
107,4142
108,4296
109,4290
110,4181
111,4367
112,4303
113,4526
114,4428
115,4307
116,4327
117,4259
118,4324
119,4375
120,4541
121,4340
122,4307
123,4591
124,4464
125,4466
126,4404
127,4483
128,4439
129,4376
130,4400
131,4419
132,4385
133,4288
134,4327
135,4486
136,4666
137,4420
138,4409
139,4336
140,4311
141,4307
142,4309
143,4611
144,4484
145,4443
146,4535
147,4453
148,4390
149,4542
150,4415
151,4572
152,4438
153,4514
154,4359
155,4636
156,4415
157,4649
158,4482
159,4551
160,4465
161,4711
162,4678
163,4414
164,4416
165,4718
166,4449
167,4602
168,4534
169,4569
170,4508
171,4578
172,4530
173,4500
174,4793
175,4744
176,4644
177,4673
178,4534
179,4648
180,4607
181,4459
182,4598
183,4528
184,4634
185,4607
186,4636
187,4763
188,4705
189,4651
190,4582
191,4557
192,4622
193,4809
194,4723
195,4632
196,4612
197,4550
198,4721
199,4634
200,4638
201,4733
202,4687
203,4701
204,4622
205,4835
206,4621
207,4618
208,4648
209,4651
210,4729
211,4626
212,4674
213,4559
214,4614
215,4577
216,4609
217,4679
218,4585
219,4755
220,4645
221,4824
222,4730
223,4888
224,4614
225,4730
226,4614
227,4560
228,4880
229,4706
230,4786
231,4664
232,4747
233,4836
234,4723
235,4755
236,4879
237,4754
238,4651
239,4779
240,4874
241,4780
242,4768
243,4727
244,4665
245,4730
246,4772
247,4639
248,4661
249,5014
250,4743
251,4782
252,4847
253,4804
254,4711
255,4762
256,4698
257,4759
258,4778
259,4767
260,4764
261,4738
262,4848
263,4770
264,4823
265,4725
266,4822
267,4792
268,4754
269,4723
270,4749
271,4869
272,4689
273,4773
274,4745
275,5041
276,4837
277,4811
278,4795
279,4774
280,4787
281,4706
282,4790
283,4725
284,4781
285,4928
286,4767
287,4889
288,4769
289,4718
290,4690
291,4696
292,4753
293,4767
294,4826
295,4723
296,4645
297,4732
298,4992
299,4673
300,4930
301,4703
302,4976
303,4725
304,4744
305,4828
306,4706
307,4894
308,4902
309,4841
310,4902
311,4805
312,4878
313,4730
314,4860
315,4756
316,4786
317,4787
318,4787
319,4668
320,4923
321,4748
322,4685
323,4675
324,4927
325,4776
326,5034
327,4954
328,4803
329,4785
330,4761
331,4732
332,4839
333,4769
334,4686
335,4631
336,4781
